Team,Opp,WorL,TeamPTS,OppPTS,W,L
Portland Trail Blazers,Orlando Magic,W,118,103,13,16
Portland Trail Blazers,Minnesota Timberwolves,W,113,106,14,16
Portland Trail Blazers,New Orleans Pelicans,L,94,102,14,17
Portland Trail Blazers,Utah Jazz,L,115,121,14,18
Portland Trail Blazers,Los Angeles Lakers,L,120,128,14,19
Portland Trail Blazers,Phoenix Suns,L,116,122,14,20
Portland Trail Blazers,New York Knicks,L,93,117,14,21
Portland Trail Blazers,Washington Wizards,W,122,103,15,21
Portland Trail Blazers,Miami Heat,L,111,122,15,22
Portland Trail Blazers,Toronto Raptors,W,101,99,16,22
Portland Trail Blazers,Minnesota Timberwolves,L,102,116,16,23
Portland Trail Blazers,Milwaukee Bucks,L,101,122,16,24
Portland Trail Blazers,Charlotte Hornets,W,115,112,17,24
Portland Trail Blazers,Houston Rockets,W,117,107,18,24
Portland Trail Blazers,Dallas Mavericks,L,112,120,18,25
Portland Trail Blazers,Oklahoma City Thunder,L,106,119,18,26
Portland Trail Blazers,Golden State Warriors,W,129,124,19,26
Portland Trail Blazers,Dallas Mavericks,L,125,133,19,27
Portland Trail Blazers,Indiana Pacers,W,139,129,20,27
Portland Trail Blazers,Houston Rockets,W,125,112,21,27
Portland Trail Blazers,Los Angeles Lakers,W,127,119,22,27
Portland Trail Blazers,Utah Jazz,W,124,107,23,27
Portland Trail Blazers,Denver Nuggets,L,99,127,23,28
Portland Trail Blazers,San Antonio Spurs,W,125,117,24,28
Portland Trail Blazers,Utah Jazz,L,114,117,24,29
Portland Trail Blazers,Miami Heat,W,115,109,25,29
Portland Trail Blazers,New Orleans Pelicans,L,117,138,25,30
Portland Trail Blazers,Memphis Grizzlies,L,104,111,25,31
Portland Trail Blazers,New Orleans Pelicans,L,115,128,25,32
Portland Trail Blazers,Detroit Pistons,W,107,104,26,32
Portland Trail Blazers,Boston Celtics,L,106,118,26,33
Portland Trail Blazers,Indiana Pacers,L,100,106,26,34
Portland Trail Blazers,Atlanta Hawks,L,117,129,26,35
Portland Trail Blazers,Orlando Magic,W,130,107,27,35
Portland Trail Blazers,Washington Wizards,W,125,104,28,35
Portland Trail Blazers,Phoenix Suns,L,117,127,28,36
Portland Trail Blazers,Sacramento Kings,L,111,123,28,37
Portland Trail Blazers,Phoenix Suns,W,121,105,29,37
Minnesota Timberwolves,Brooklyn Nets,W,127,126,1,0
Minnesota Timberwolves,Charlotte Hornets,W,121,99,2,0
Minnesota Timberwolves,Miami Heat,W,116,109,3,0
Minnesota Timberwolves,Philadelphia 76ers,L,95,117,3,1
Minnesota Timberwolves,Washington Wizards,W,131,109,4,1
Minnesota Timberwolves,Milwaukee Bucks,L,106,134,4,2
Minnesota Timberwolves,Memphis Grizzlies,L,121,137,4,3
Minnesota Timberwolves,Golden State Warriors,W,125,119,5,3
Minnesota Timberwolves,Denver Nuggets,L,98,100,5,4
Minnesota Timberwolves,Detroit Pistons,W,120,114,6,4
Minnesota Timberwolves,San Antonio Spurs,W,129,114,7,4
Minnesota Timberwolves,Washington Wizards,L,116,137,7,5
Minnesota Timberwolves,Houston Rockets,L,105,125,7,6
Minnesota Timberwolves,Utah Jazz,W,112,102,8,6
Minnesota Timberwolves,Utah Jazz,L,95,103,8,7
Minnesota Timberwolves,Phoenix Suns,L,98,100,8,8
Minnesota Timberwolves,Atlanta Hawks,W,125,113,9,8
Minnesota Timberwolves,San Antonio Spurs,W,113,101,10,8
Minnesota Timberwolves,Memphis Grizzlies,L,107,115,10,9
Minnesota Timberwolves,Dallas Mavericks,L,114,121,10,10
Minnesota Timberwolves,Oklahoma City Thunder,L,127,139,10,11
Minnesota Timberwolves,Los Angeles Lakers,L,125,142,10,12
Minnesota Timberwolves,Phoenix Suns,L,109,125,10,13
Minnesota Timberwolves,Utah Jazz,L,116,127,10,14
Minnesota Timberwolves,Los Angeles Clippers,L,117,124,10,15
Minnesota Timberwolves,New Orleans Pelicans,L,99,107,10,16
Minnesota Timberwolves,Denver Nuggets,L,100,109,10,17
Minnesota Timberwolves,Portland Trail Blazers,L,106,113,10,18
Minnesota Timberwolves,Golden State Warriors,L,104,113,10,19
Minnesota Timberwolves,Sacramento Kings,W,105,104,11,19
Minnesota Timberwolves,Cleveland Cavaliers,L,88,94,11,20
Minnesota Timberwolves,Brooklyn Nets,W,122,115,12,20
Minnesota Timberwolves,Milwaukee Bucks,L,104,106,12,21
Minnesota Timberwolves,Golden State Warriors,W,99,84,13,21
Minnesota Timberwolves,Cleveland Cavaliers,W,118,103,14,21
Minnesota Timberwolves,Memphis Grizzlies,L,112,119,14,22
Minnesota Timberwolves,Portland Trail Blazers,W,116,102,15,22
Minnesota Timberwolves,Houston Rockets,L,109,139,15,23
Minnesota Timberwolves,Oklahoma City Thunder,L,104,117,15,24
Minnesota Timberwolves,Indiana Pacers,L,99,104,15,25
Minnesota Timberwolves,Indiana Pacers,L,114,116,15,26
Minnesota Timberwolves,Toronto Raptors,L,112,122,15,27
Minnesota Timberwolves,Denver Nuggets,L,100,107,15,28
Minnesota Timberwolves,Chicago Bulls,L,110,117,15,29
Minnesota Timberwolves,Houston Rockets,L,124,131,15,30
Minnesota Timberwolves,Oklahoma City Thunder,L,104,113,15,31
Minnesota Timberwolves,Sacramento Kings,L,129,133,15,32
Minnesota Timberwolves,Los Angeles Clippers,L,106,118,15,33
Minnesota Timberwolves,Sacramento Kings,L,109,113,15,34
Minnesota Timberwolves,Atlanta Hawks,L,120,127,15,35
Minnesota Timberwolves,Los Angeles Clippers,W,142,115,16,35
Minnesota Timberwolves,Toronto Raptors,L,126,137,16,36
Minnesota Timberwolves,Charlotte Hornets,L,108,115,16,37
Minnesota Timberwolves,Boston Celtics,L,117,127,16,38
Minnesota Timberwolves,Denver Nuggets,L,116,128,16,39
Minnesota Timberwolves,Dallas Mavericks,L,123,139,16,40
Minnesota Timberwolves,Miami Heat,W,129,126,17,40
Minnesota Timberwolves,Orlando Magic,L,125,136,17,41
Minnesota Timberwolves,Dallas Mavericks,L,91,111,17,42
Minnesota Timberwolves,New Orleans Pelicans,W,139,134,18,42
Minnesota Timberwolves,Chicago Bulls,W,115,108,19,42
Minnesota Timberwolves,Orlando Magic,L,118,132,19,43
Minnesota Timberwolves,New Orleans Pelicans,L,107,120,19,44
Minnesota Timberwolves,Houston Rockets,L,111,117,19,45
Los Angeles Lakers,Los Angeles Clippers,L,102,112,0,1
Los Angeles Lakers,Utah Jazz,W,95,86,1,1
Los Angeles Lakers,Charlotte Hornets,W,120,101,2,1
Los Angeles Lakers,Memphis Grizzlies,W,120,91,3,1
Los Angeles Lakers,Dallas Mavericks,W,119,110,4,1
Los Angeles Lakers,San Antonio Spurs,W,103,96,5,1
Los Angeles Lakers,Chicago Bulls,W,118,112,6,1
Los Angeles Lakers,Miami Heat,W,95,80,7,1
Los Angeles Lakers,Toronto Raptors,L,104,113,7,2
Los Angeles Lakers,Phoenix Suns,W,123,115,8,2
Los Angeles Lakers,Golden State Warriors,W,120,94,9,2
Los Angeles Lakers,Sacramento Kings,W,99,97,10,2
Los Angeles Lakers,Atlanta Hawks,W,122,101,11,2
Los Angeles Lakers,Oklahoma City Thunder,W,112,107,12,2
Los Angeles Lakers,Oklahoma City Thunder,W,130,127,13,2
Los Angeles Lakers,Memphis Grizzlies,W,109,108,14,2
Los Angeles Lakers,San Antonio Spurs,W,114,104,15,2
Los Angeles Lakers,New Orleans Pelicans,W,114,110,16,2
Los Angeles Lakers,Washington Wizards,W,125,103,17,2
Los Angeles Lakers,Dallas Mavericks,L,100,114,17,3
Los Angeles Lakers,Denver Nuggets,W,105,96,18,3
Los Angeles Lakers,Utah Jazz,W,121,96,19,3
Los Angeles Lakers,Portland Trail Blazers,W,136,113,20,3
Los Angeles Lakers,Minnesota Timberwolves,W,142,125,21,3
Los Angeles Lakers,Orlando Magic,W,96,87,22,3
Los Angeles Lakers,Miami Heat,W,113,110,23,3
Los Angeles Lakers,Atlanta Hawks,W,101,96,24,3
Los Angeles Lakers,Indiana Pacers,L,102,105,24,4
Los Angeles Lakers,Milwaukee Bucks,L,104,111,24,5
Los Angeles Lakers,Denver Nuggets,L,104,128,24,6
Los Angeles Lakers,Los Angeles Clippers,L,106,111,24,7
Los Angeles Lakers,Portland Trail Blazers,W,128,120,25,7
Los Angeles Lakers,Dallas Mavericks,W,108,95,26,7
Los Angeles Lakers,Phoenix Suns,W,117,107,27,7
Los Angeles Lakers,New Orleans Pelicans,W,123,113,28,7
Los Angeles Lakers,Detroit Pistons,W,106,99,29,7
Los Angeles Lakers,New York Knicks,W,117,87,30,7
Los Angeles Lakers,Dallas Mavericks,W,129,114,31,7
Los Angeles Lakers,Oklahoma City Thunder,W,125,110,32,7
Los Angeles Lakers,Cleveland Cavaliers,W,128,99,33,7
Los Angeles Lakers,Orlando Magic,L,118,119,33,8
Los Angeles Lakers,Houston Rockets,W,124,115,34,8
Los Angeles Lakers,Boston Celtics,L,107,139,34,9
Los Angeles Lakers,New York Knicks,W,100,92,35,9
Los Angeles Lakers,Brooklyn Nets,W,128,113,36,9
Los Angeles Lakers,Philadelphia 76ers,L,91,108,36,10
Los Angeles Lakers,Portland Trail Blazers,L,119,127,36,11
Los Angeles Lakers,Sacramento Kings,W,129,113,37,11
Los Angeles Lakers,San Antonio Spurs,W,129,102,38,11
Los Angeles Lakers,Houston Rockets,L,111,121,38,12
Los Angeles Lakers,Golden State Warriors,W,125,120,39,12
Los Angeles Lakers,Phoenix Suns,W,125,100,40,12
Los Angeles Lakers,Denver Nuggets,W,120,116,41,12
Los Angeles Lakers,Memphis Grizzlies,W,117,105,42,12
Los Angeles Lakers,Boston Celtics,W,114,112,43,12
Los Angeles Lakers,New Orleans Pelicans,W,118,109,44,12
Los Angeles Lakers,Golden State Warriors,W,116,86,45,12
Los Angeles Lakers,Memphis Grizzlies,L,88,105,45,13
Los Angeles Lakers,New Orleans Pelicans,W,122,114,46,13
Los Angeles Lakers,Philadelphia 76ers,W,120,107,47,13
Los Angeles Lakers,Milwaukee Bucks,W,113,103,48,13
Los Angeles Lakers,Los Angeles Clippers,W,112,103,49,13
Los Angeles Lakers,Brooklyn Nets,L,102,104,49,14
Los Angeles Clippers,Los Angeles Lakers,W,112,102,1,0
Los Angeles Clippers,Golden State Warriors,W,141,122,2,0
Los Angeles Clippers,Phoenix Suns,L,122,130,2,1
Los Angeles Clippers,Charlotte Hornets,W,111,96,3,1
Los Angeles Clippers,Utah Jazz,L,96,110,3,2
Los Angeles Clippers,San Antonio Spurs,W,103,97,4,2
Los Angeles Clippers,Utah Jazz,W,105,94,5,2
Los Angeles Clippers,Milwaukee Bucks,L,124,129,5,3
Los Angeles Clippers,Portland Trail Blazers,W,107,101,6,3
Los Angeles Clippers,Toronto Raptors,W,98,88,7,3
Los Angeles Clippers,Houston Rockets,L,93,102,7,4
Los Angeles Clippers,New Orleans Pelicans,L,127,132,7,5
Los Angeles Clippers,Atlanta Hawks,W,150,101,8,5
Los Angeles Clippers,Oklahoma City Thunder,W,90,88,9,5
Los Angeles Clippers,Boston Celtics,W,107,104,10,5
Los Angeles Clippers,Houston Rockets,W,122,119,11,5
Los Angeles Clippers,New Orleans Pelicans,W,134,109,12,5
Los Angeles Clippers,Dallas Mavericks,W,114,99,13,5
Los Angeles Clippers,Memphis Grizzlies,W,121,119,14,5
Los Angeles Clippers,San Antonio Spurs,L,97,107,14,6
Los Angeles Clippers,Washington Wizards,W,150,125,15,6
Los Angeles Clippers,Portland Trail Blazers,W,117,97,16,6
Los Angeles Clippers,Milwaukee Bucks,L,91,119,16,7
Los Angeles Clippers,Washington Wizards,W,135,119,17,7
Los Angeles Clippers,Indiana Pacers,W,110,99,18,7
Los Angeles Clippers,Toronto Raptors,W,112,92,19,7
Los Angeles Clippers,Minnesota Timberwolves,W,124,117,20,7
Los Angeles Clippers,Chicago Bulls,L,106,109,20,8
Los Angeles Clippers,Phoenix Suns,W,120,99,21,8
Los Angeles Clippers,Houston Rockets,L,117,122,21,9
Los Angeles Clippers,San Antonio Spurs,W,134,109,22,9
Los Angeles Clippers,Oklahoma City Thunder,L,112,118,22,10
Los Angeles Clippers,Los Angeles Lakers,W,111,106,23,10
Los Angeles Clippers,Utah Jazz,L,107,120,23,11
Los Angeles Clippers,Sacramento Kings,W,105,87,24,11
Los Angeles Clippers,Detroit Pistons,W,126,112,25,11
Los Angeles Clippers,Memphis Grizzlies,L,114,140,25,12
Los Angeles Clippers,New York Knicks,W,135,132,26,12
Los Angeles Clippers,Golden State Warriors,W,109,100,27,12
Los Angeles Clippers,Denver Nuggets,L,104,114,27,13
Los Angeles Clippers,Cleveland Cavaliers,W,128,103,28,13
Los Angeles Clippers,Orlando Magic,W,122,95,29,13
Los Angeles Clippers,New Orleans Pelicans,W,133,130,30,13
Los Angeles Clippers,Dallas Mavericks,W,110,107,31,13
Los Angeles Clippers,Atlanta Hawks,L,95,102,31,14
Los Angeles Clippers,Miami Heat,W,122,117,32,14
Los Angeles Clippers,Orlando Magic,W,112,97,33,14
Los Angeles Clippers,Sacramento Kings,L,103,124,33,15
Los Angeles Clippers,Minnesota Timberwolves,W,118,106,34,15
Los Angeles Clippers,San Antonio Spurs,W,108,105,35,15
Los Angeles Clippers,Miami Heat,W,128,111,36,15
Los Angeles Clippers,Minnesota Timberwolves,L,115,142,36,16
Los Angeles Clippers,Cleveland Cavaliers,W,133,92,37,16
Los Angeles Clippers,Philadelphia 76ers,L,103,110,37,17
Los Angeles Clippers,Boston Celtics,L,133,141,37,18
Los Angeles Clippers,Sacramento Kings,L,103,112,37,19
Los Angeles Clippers,Memphis Grizzlies,W,124,97,38,19
Los Angeles Clippers,Phoenix Suns,W,102,92,39,19
Los Angeles Clippers,Denver Nuggets,W,132,103,40,19
Los Angeles Clippers,Philadelphia 76ers,W,136,130,41,19
Los Angeles Clippers,Oklahoma City Thunder,W,109,94,42,19
Los Angeles Clippers,Houston Rockets,W,120,105,43,19
Los Angeles Clippers,Los Angeles Lakers,L,103,112,43,20
Los Angeles Clippers,Golden State Warriors,W,131,107,44,20
Phoenix Suns,Sacramento Kings,W,124,95,1,0
Phoenix Suns,Denver Nuggets,L,107,108,1,1
Phoenix Suns,Los Angeles Clippers,W,130,122,2,1
Phoenix Suns,Utah Jazz,L,95,96,2,2
Phoenix Suns,Golden State Warriors,W,121,110,3,2
Phoenix Suns,Memphis Grizzlies,W,114,105,4,2
Phoenix Suns,Philadelphia 76ers,W,114,109,5,2
Phoenix Suns,Miami Heat,L,108,124,5,3
Phoenix Suns,Brooklyn Nets,W,138,112,6,3
Phoenix Suns,Los Angeles Lakers,L,115,123,6,4
Phoenix Suns,Atlanta Hawks,W,128,112,7,4
Phoenix Suns,Boston Celtics,L,85,99,7,5
Phoenix Suns,Sacramento Kings,L,116,120,7,6
Phoenix Suns,New Orleans Pelicans,L,121,124,7,7
Phoenix Suns,Minnesota Timberwolves,W,100,98,8,7
Phoenix Suns,Denver Nuggets,L,104,116,8,8
Phoenix Suns,Washington Wizards,L,132,140,8,9
Phoenix Suns,Dallas Mavericks,L,113,120,8,10
Phoenix Suns,Charlotte Hornets,W,109,104,9,10
Phoenix Suns,Orlando Magic,L,114,128,9,11
Phoenix Suns,New Orleans Pelicans,W,139,132,10,11
Phoenix Suns,Houston Rockets,L,109,115,10,12
Phoenix Suns,Minnesota Timberwolves,W,125,109,11,12
Phoenix Suns,Memphis Grizzlies,L,108,115,11,13
Phoenix Suns,San Antonio Spurs,L,119,121,11,14
Phoenix Suns,Portland Trail Blazers,L,110,111,11,15
Phoenix Suns,Los Angeles Clippers,L,99,120,11,16
Phoenix Suns,Oklahoma City Thunder,L,108,126,11,17
Phoenix Suns,Houston Rockets,L,125,139,11,18
Phoenix Suns,Denver Nuggets,L,111,113,11,19
Phoenix Suns,Golden State Warriors,L,96,105,11,20
Phoenix Suns,Sacramento Kings,W,112,110,12,20
Phoenix Suns,Portland Trail Blazers,W,122,116,13,20
Phoenix Suns,Los Angeles Lakers,L,107,117,13,21
Phoenix Suns,New York Knicks,W,120,112,14,21
Phoenix Suns,Memphis Grizzlies,L,114,121,14,22
Phoenix Suns,Sacramento Kings,L,103,114,14,23
Phoenix Suns,Orlando Magic,W,98,94,15,23
Phoenix Suns,Charlotte Hornets,W,100,92,16,23
Phoenix Suns,Atlanta Hawks,L,110,123,16,24
Phoenix Suns,New York Knicks,W,121,98,17,24
Phoenix Suns,Boston Celtics,W,123,119,18,24
Phoenix Suns,San Antonio Spurs,L,118,120,18,25
Phoenix Suns,Indiana Pacers,L,87,112,18,26
Phoenix Suns,San Antonio Spurs,W,103,99,19,26
Phoenix Suns,Memphis Grizzlies,L,109,114,19,27
Phoenix Suns,Dallas Mavericks,W,133,104,20,27
Phoenix Suns,Oklahoma City Thunder,L,107,111,20,28
Phoenix Suns,Milwaukee Bucks,L,108,129,20,29
Phoenix Suns,Brooklyn Nets,L,97,119,20,30
Phoenix Suns,Detroit Pistons,L,108,116,20,31
Phoenix Suns,Houston Rockets,W,127,91,21,31
Phoenix Suns,Denver Nuggets,L,108,117,21,32
Phoenix Suns,Los Angeles Lakers,L,100,125,21,33
Phoenix Suns,Golden State Warriors,W,112,106,22,33
Phoenix Suns,Toronto Raptors,L,101,118,22,34
Phoenix Suns,Chicago Bulls,W,112,104,23,34
Phoenix Suns,Utah Jazz,W,131,111,24,34
Phoenix Suns,Los Angeles Clippers,L,92,102,24,35
Phoenix Suns,Detroit Pistons,L,111,113,24,36
Phoenix Suns,Golden State Warriors,L,99,115,24,37
Phoenix Suns,Toronto Raptors,L,114,123,24,38
Phoenix Suns,Portland Trail Blazers,W,127,117,25,38
Phoenix Suns,Milwaukee Bucks,W,140,131,26,38
Phoenix Suns,Portland Trail Blazers,L,105,121,26,39
Sacramento Kings,Phoenix Suns,L,95,124,0,1
Sacramento Kings,Portland Trail Blazers,L,112,122,0,2
Sacramento Kings,Utah Jazz,L,81,113,0,3
Sacramento Kings,Denver Nuggets,L,94,101,0,4
Sacramento Kings,Charlotte Hornets,L,111,118,0,5
Sacramento Kings,Utah Jazz,W,102,101,1,5
Sacramento Kings,New York Knicks,W,113,92,2,5
Sacramento Kings,Toronto Raptors,L,120,124,2,6
Sacramento Kings,Atlanta Hawks,W,121,109,3,6
Sacramento Kings,Portland Trail Blazers,W,107,99,4,6
Sacramento Kings,Los Angeles Lakers,L,97,99,4,7
Sacramento Kings,Boston Celtics,W,100,99,5,7
Sacramento Kings,Phoenix Suns,W,120,116,6,7
Sacramento Kings,Brooklyn Nets,L,97,116,6,8
Sacramento Kings,Washington Wizards,W,113,106,7,8
Sacramento Kings,Boston Celtics,L,102,103,7,9
Sacramento Kings,Philadelphia 76ers,L,91,97,7,10
Sacramento Kings,Denver Nuggets,W,100,97,8,10
Sacramento Kings,Chicago Bulls,L,106,113,8,11
Sacramento Kings,Portland Trail Blazers,L,116,127,8,12
Sacramento Kings,San Antonio Spurs,L,104,105,8,13
Sacramento Kings,Dallas Mavericks,W,110,106,9,13
Sacramento Kings,Houston Rockets,W,119,118,10,13
Sacramento Kings,Oklahoma City Thunder,W,94,93,11,13
Sacramento Kings,New York Knicks,L,101,103,11,14
Sacramento Kings,Golden State Warriors,W,100,79,12,14
Sacramento Kings,Charlotte Hornets,L,102,110,12,15
Sacramento Kings,Indiana Pacers,L,105,119,12,16
Sacramento Kings,Memphis Grizzlies,L,115,119,12,17
Sacramento Kings,Houston Rockets,L,104,113,12,18
Sacramento Kings,Minnesota Timberwolves,L,104,105,12,19
Sacramento Kings,Phoenix Suns,L,110,112,12,20
Sacramento Kings,Denver Nuggets,L,115,120,12,21
Sacramento Kings,Los Angeles Clippers,L,87,105,12,22
Sacramento Kings,Memphis Grizzlies,W,128,123,13,22
Sacramento Kings,New Orleans Pelicans,L,115,117,13,23
Sacramento Kings,Golden State Warriors,W,111,98,14,23
Sacramento Kings,Phoenix Suns,W,114,103,15,23
Sacramento Kings,Milwaukee Bucks,L,106,127,15,24
Sacramento Kings,Orlando Magic,L,112,114,15,25
Sacramento Kings,Dallas Mavericks,L,123,127,15,26
Sacramento Kings,Utah Jazz,L,101,123,15,27
Sacramento Kings,Miami Heat,L,113,118,15,28
Sacramento Kings,Detroit Pistons,L,106,127,15,29
Sacramento Kings,Chicago Bulls,W,98,81,16,29
Sacramento Kings,Minnesota Timberwolves,W,133,129,17,29
Sacramento Kings,Oklahoma City Thunder,L,100,120,17,30
Sacramento Kings,Los Angeles Clippers,W,124,103,18,30
Sacramento Kings,Los Angeles Lakers,L,113,129,18,31
Sacramento Kings,Minnesota Timberwolves,W,113,109,19,31
Sacramento Kings,Miami Heat,W,105,97,20,31
Sacramento Kings,San Antonio Spurs,W,122,102,21,31
Sacramento Kings,Milwaukee Bucks,L,111,123,21,32
Sacramento Kings,Dallas Mavericks,L,111,130,21,33
Sacramento Kings,Memphis Grizzlies,W,129,125,22,33
Sacramento Kings,Los Angeles Clippers,W,112,103,23,33
Sacramento Kings,Golden State Warriors,W,112,94,24,33
Sacramento Kings,Oklahoma City Thunder,L,108,112,24,34
Sacramento Kings,Memphis Grizzlies,W,104,101,25,34
Sacramento Kings,Detroit Pistons,W,106,100,26,34
Sacramento Kings,Washington Wizards,W,133,126,27,34
Sacramento Kings,Philadelphia 76ers,L,108,125,27,35
Sacramento Kings,Portland Trail Blazers,W,123,111,28,35
Sacramento Kings,Toronto Raptors,L,113,118,28,36
Golden State Warriors,Los Angeles Clippers,L,122,141,0,1
Golden State Warriors,Oklahoma City Thunder,L,92,120,0,2
Golden State Warriors,New Orleans Pelicans,W,134,123,1,2
Golden State Warriors,Phoenix Suns,L,110,121,1,3
Golden State Warriors,San Antonio Spurs,L,110,127,1,4
Golden State Warriors,Charlotte Hornets,L,87,93,1,5
Golden State Warriors,Portland Trail Blazers,W,127,118,2,5
Golden State Warriors,Houston Rockets,L,112,129,2,6
Golden State Warriors,Minnesota Timberwolves,L,119,125,2,7
Golden State Warriors,Oklahoma City Thunder,L,108,114,2,8
Golden State Warriors,Utah Jazz,L,108,122,2,9
Golden State Warriors,Los Angeles Lakers,L,94,120,2,10
Golden State Warriors,Boston Celtics,L,100,105,2,11
